DATASOURCE,DAYOFSERVICE,TRIPID,PROGRNUMBER,STOPPOINTID,PLANNEDTIME_ARR,PLANNEDTIME_DEP,ACTUALTIME_ARR,ACTUALTIME_DEP,VEHICLEID,PASSENGERS,PASSENGERSIN,PASSENGERSOUT,DISTANCE,SUPPRESSED,JUSTIFICATIONID,LASTUPDATE,NOTE
6892,DB,07-SEP-18 00:00:00,7642992,20,5134,25576,25576,25483,25493,2172300,,,,,,,09-OCT-18 13:19:04,
6893,DB,07-SEP-18 00:00:00,7650430,19,1221,39060,39060,38858,38858,2534870,,,,,,,09-OCT-18 13:19:04,
6894,DB,07-SEP-18 00:00:00,7646744,69,681,72049,72049,73150,73150,1000790,,,,,,,09-OCT-18 13:19:04,
6895,DB,07-SEP-18 00:00:00,7649169,33,1016,56057,56057,56245,56263,2693189,,,,,,,09-OCT-18 13:19:04,
6896,DB,25-SEP-18 00:00:00,7774639,20,2404,63727,63727,64389,64405,1000247,,,,,,,18-OCT-18 17:34:57,
6897,DB,25-SEP-18 00:00:00,7770709,48,7558,41250,41250,41843,41843,1001136,,,,,,,18-OCT-18 17:34:57,
6898,DB,25-SEP-18 00:00:00,7763376,45,1237,71307,71307,71832,71832,1001160,,,,,,,18-OCT-18 17:34:57,
6899,DB,25-SEP-18 00:00:00,7763948,39,616,70150,70150,70075,70075,1932324,,,,,,,18-OCT-18 17:34:57,
6900,DB,25-SEP-18 00:00:00,7761587,67,7029,59385,59385,60127,60127,1000942,,,,,,,18-OCT-18 17:34:57,
6901,DB,25-SEP-18 00:00:00,7759903,7,4974,39531,39531,39736,39749,1000888,,,,,,,18-OCT-18 17:34:57,
6902,DB,25-SEP-18 00:00:00,7762829,16,2548,44137,44137,44170,44170,1001198,,,,,,,18-OCT-18 17:34:57,
6903,DB,25-SEP-18 00:00:00,7762584,22,1690,54301,54301,54364,54377,2868374,,,,,,,18-OCT-18 17:34:57,
6904,DB,25-SEP-18 00:00:00,7760187,26,2068,45385,45385,45755,45791,1932304,,,,,,,18-OCT-18 17:34:57,
6905,DB,25-SEP-18 00:00:00,7773581,23,2241,80883,80883,81002,81011,1001203,,,,,,,18-OCT-18 17:34:57,
6906,DB,25-SEP-18 00:00:00,7762547,9,81,29467,29467,29540,29652,1932302,,,,,,,18-OCT-18 17:34:57,
6907,DB,25-SEP-18 00:00:00,7774411,7,2539,50929,50929,50952,50965,1932370,,,,,,,18-OCT-18 17:34:57,
6908,DB,25-SEP-18 00:00:00,7763850,9,1444,67249,67249,67424,67424,2693270,,,,,,,18-OCT-18 17:34:57,
6909,DB,25-SEP-18 00:00:00,7761588,5,7017,61421,61421,61400,61421,1000942,,,,,,,18-OCT-18 17:34:57,
6910,DB,25-SEP-18 00:00:00,7762702,39,3561,85669,85669,85572,85572,1000724,,,,,,,18-OCT-18 17:34:57,
6911,DB,25-SEP-18 00:00:00,7769273,5,230,51794,51794,51706,51706,1932331,,,,,,,18-OCT-18 17:34:57,
6912,DB,25-SEP-18 00:00:00,7758636,22,175,23140,23140,22965,22965,1932348,,,,,,,18-OCT-18 17:34:57,
6913,DB,25-SEP-18 00:00:00,7769553,48,4996,53676,53676,54043,54056,1001135,,,,,,,18-OCT-18 17:34:57,
6914,DB,25-SEP-18 00:00:00,7773502,26,3077,45744,45744,45730,45730,2172277,,,,,,,18-OCT-18 17:34:57,
6915,DB,25-SEP-18 00:00:00,7767779,31,308,44608,44608,44697,44706,1001103,,,,,,,18-OCT-18 17:34:57,
6916,DB,25-SEP-18 00:00:00,7764321,27,1099,72029,72029,72150,72162,1001190,,,,,,,18-OCT-18 17:34:57,
6917,DB,25-SEP-18 00:00:00,7761283,6,5025,72711,72711,72904,72917,1000484,,,,,,,18-OCT-18 17:34:57,
6918,DB,25-SEP-18 00:00:00,7758533,10,2119,56987,56987,56764,56764,2406929,,,,,,,18-OCT-18 17:34:57,
6919,DB,25-SEP-18 00:00:00,7770195,20,2399,69883,69883,70390,70402,1000236,,,,,,,18-OCT-18 17:34:57,
6920,DB,25-SEP-18 00:00:00,7761810,31,616,56174,56174,56467,56482,1000780,,,,,,,18-OCT-18 17:34:57,
6921,DB,25-SEP-18 00:00:00,7763924,5,2663,48151,48151,48162,48174,1932307,,,,,,,18-OCT-18 17:34:57,
6922,DB,25-SEP-18 00:00:00,7761495,4,1775,48454,48454,48479,48500,1000774,,,,,,,18-OCT-18 17:34:57,
6923,DB,25-SEP-18 00:00:00,7766157,71,3282,86793,86793,86671,86671,2868335,,,,,,,18-OCT-18 17:34:57,
6924,DB,25-SEP-18 00:00:00,7769278,46,149,64725,64725,64950,64963,2172268,,,,,,,18-OCT-18 17:34:57,
6925,DB,25-SEP-18 00:00:00,7771843,17,704,47293,47293,47204,47204,1000327,,,,,,,18-OCT-18 17:34:57,
6926,DB,25-SEP-18 00:00:00,7760912,27,2001,26014,26014,26258,26258,2868343,,,,,,,18-OCT-18 17:34:57,
6927,DB,25-SEP-18 00:00:00,7760827,41,1472,60675,60675,60810,60810,2172274,,,,,,,18-OCT-18 17:34:57,
6928,DB,26-SEP-18 00:00:00,7773865,38,1660,62848,62848,63418,63430,1000946,,,,,,,18-OCT-18 18:01:47,
6929,DB,25-SEP-18 00:00:00,7765776,38,1986,48409,48409,48720,48720,1932310,,,,,,,18-OCT-18 17:34:57,
6930,DB,25-SEP-18 00:00:00,7765211,41,7186,72788,72788,73401,73401,2868372,,,,,,,18-OCT-18 17:34:57,
6931,DB,26-SEP-18 00:00:00,7768072,9,6111,75959,75959,75983,75996,2693233,,,,,,,18-OCT-18 18:01:47,
6932,DB,26-SEP-18 00:00:00,7766716,45,425,66618,66618,67179,67198,2868309,,,,,,,18-OCT-18 18:01:47,
6933,DB,26-SEP-18 00:00:00,7774751,38,979,48179,48179,48351,48401,1001199,,,,,,,18-OCT-18 18:01:47,
6934,DB,26-SEP-18 00:00:00,7761103,55,2095,34316,34316,34659,34672,2172251,,,,,0.0,4.8498138646181075e+17,18-OCT-18 18:01:47,
6935,DB,26-SEP-18 00:00:00,7772274,54,3904,67465,67465,68644,68660,2693269,,,,,,,18-OCT-18 18:01:47,
6936,DB,26-SEP-18 00:00:00,7773299,57,4173,67606,67606,66956,66966,1000568,,,,,,,18-OCT-18 18:01:47,
6937,DB,26-SEP-18 00:00:00,7761367,6,5045,81219,81219,81185,81185,1000247,,,,,,,18-OCT-18 18:01:47,
6938,DB,26-SEP-18 00:00:00,7772895,42,1218,74306,74306,74476,74495,2534814,,,,,,,18-OCT-18 18:01:47,
6939,DB,26-SEP-18 00:00:00,7767440,17,2650,35649,35649,35515,35528,1001226,,,,,,,18-OCT-18 18:01:47,
6940,DB,26-SEP-18 00:00:00,7768894,54,281,47315,47315,47703,47744,3088367,,,,,,,18-OCT-18 18:01:47,
6941,DB,26-SEP-18 00:00:00,7758976,59,2486,32835,32835,33656,33664,1932310,,,,,,,18-OCT-18 18:01:47,
6942,DB,26-SEP-18 00:00:00,7769276,25,186,31045,31045,31934,31934,2172268,,,,,,,18-OCT-18 18:01:47,
6943,DB,26-SEP-18 00:00:00,7762838,44,884,69362,69362,69858,69870,3265669,,,,,,,18-OCT-18 18:01:47,
6944,DB,26-SEP-18 00:00:00,7759202,13,416,63729,63729,64452,64515,1001184,,,,,,,18-OCT-18 18:01:47,
6945,DB,26-SEP-18 00:00:00,7759340,29,491,68980,68980,69057,69099,2534822,,,,,,,18-OCT-18 18:01:47,
6946,DB,26-SEP-18 00:00:00,7771411,5,771,37437,37437,37500,37512,2868314,,,,,,,18-OCT-18 18:01:47,
6947,DB,26-SEP-18 00:00:00,7767995,7,4384,48613,48613,48623,48662,1001070,,,,,,,18-OCT-18 18:01:47,
6948,DB,26-SEP-18 00:00:00,7763926,5,4407,59162,59162,59074,59074,1000873,,,,,,,18-OCT-18 18:01:47,
6949,DB,27-SEP-18 00:00:00,7761897,50,5167,55964,55964,55894,55910,1000720,,,,,,,18-OCT-18 18:15:37,
6950,DB,27-SEP-18 00:00:00,7771505,41,1411,53771,53771,54134,54134,1000900,,,,,,,18-OCT-18 18:15:37,
6951,DB,27-SEP-18 00:00:00,7757569,23,3141,49903,49903,49832,49848,3265697,,,,,,,18-OCT-18 18:15:37,
6952,DB,27-SEP-18 00:00:00,7760053,38,2063,42915,42915,42804,42804,2868333,,,,,,,18-OCT-18 18:15:37,
6953,DB,27-SEP-18 00:00:00,7760728,52,2668,38010,38010,37602,37616,1000156,,,,,,,18-OCT-18 18:15:37,
6954,DB,27-SEP-18 00:00:00,7763897,41,1022,53632,53632,54291,54291,2868357,,,,,,,18-OCT-18 18:15:37,
6955,DB,27-SEP-18 00:00:00,7760713,4,810,45797,45797,45702,45708,1932299,,,,,,,18-OCT-18 18:15:37,
6956,DB,27-SEP-18 00:00:00,7761598,50,4210,52261,52261,52904,52904,3265671,,,,,,,18-OCT-18 18:15:37,
6957,DB,27-SEP-18 00:00:00,7772297,2,4495,57000,57000,56991,56991,3265667,,,,,,,18-OCT-18 18:15:37,
6958,DB,27-SEP-18 00:00:00,7761617,22,194,29811,29811,30406,30442,1932355,,,,,,,18-OCT-18 18:15:37,
6959,DB,27-SEP-18 00:00:00,7766811,47,2312,35045,35045,35266,35276,2172249,,,,,,,18-OCT-18 18:15:37,
6960,DB,27-SEP-18 00:00:00,7768123,34,2219,56379,56379,56574,56585,1001220,,,,,,,18-OCT-18 18:15:37,
6961,DB,27-SEP-18 00:00:00,7770558,41,1989,31388,31388,31842,31877,3265684,,,,,,,18-OCT-18 18:15:37,
6962,DB,27-SEP-18 00:00:00,7761599,59,4205,57687,57687,58887,58887,3265671,,,,,,,18-OCT-18 18:15:37,
6963,DB,27-SEP-18 00:00:00,7758724,11,641,32550,32550,32604,32604,3265692,,,,,,,18-OCT-18 18:15:37,
6964,DB,27-SEP-18 00:00:00,7764597,19,4066,24002,24002,24099,24099,2868353,,,,,,,18-OCT-18 18:15:37,
6965,DB,27-SEP-18 00:00:00,7774476,17,1366,49784,49784,50023,50034,3303842,,,,,,,18-OCT-18 18:15:37,
6966,DB,27-SEP-18 00:00:00,7764586,2,783,70610,70610,71142,71195,1001111,,,,,,,18-OCT-18 18:15:37,
6967,DB,27-SEP-18 00:00:00,7761493,38,293,45242,45242,45375,45375,1001068,,,,,,,18-OCT-18 18:15:37,
6968,DB,27-SEP-18 00:00:00,7759268,36,1458,55681,55681,56170,56203,2693198,,,,,,,18-OCT-18 18:15:37,
6969,DB,27-SEP-18 00:00:00,7759060,26,537,74476,74476,74635,74648,1001072,,,,,,,18-OCT-18 18:15:37,
6970,DB,27-SEP-18 00:00:00,7757555,29,1246,52674,52674,52610,52610,1001233,,,,,,,18-OCT-18 18:15:37,
6971,DB,27-SEP-18 00:00:00,7774135,29,4562,27103,27103,26878,26892,3265686,,,,,,,18-OCT-18 18:15:37,
6972,DB,27-SEP-18 00:00:00,7758189,50,265,62849,62849,64068,64107,1000764,,,,,,,18-OCT-18 18:15:37,
6973,DB,27-SEP-18 00:00:00,7769509,10,1285,56236,56236,56597,56640,2172252,,,,,,,18-OCT-18 18:15:37,
6974,DB,27-SEP-18 00:00:00,7766395,30,2553,20926,20926,20663,20663,2693211,,,,,,,18-OCT-18 18:15:37,
6975,DB,27-SEP-18 00:00:00,7766574,52,672,38798,38798,39086,39086,2693227,,,,,,,18-OCT-18 18:15:37,
6976,DB,27-SEP-18 00:00:00,7767319,64,1319,68736,68736,69304,69304,1000963,,,,,,,18-OCT-18 18:15:37,
6977,DB,27-SEP-18 00:00:00,7764481,53,1506,24855,24855,24964,24983,2868347,,,,,,,18-OCT-18 18:15:37,
6978,DB,27-SEP-18 00:00:00,7759407,1,4962,43200,43200,43110,43110,2172240,,,,,,,18-OCT-18 18:15:37,
6979,DB,28-SEP-18 00:00:00,7759388,71,1201,70596,70596,70601,70620,1932326,,,,,,,18-OCT-18 18:30:27,
6980,DB,28-SEP-18 00:00:00,7769129,50,497,70420,70420,70932,71033,2693281,,,,,,,18-OCT-18 18:30:27,
6981,DB,28-SEP-18 00:00:00,7764068,9,18,64204,64204,64333,64333,1932320,,,,,,,18-OCT-18 18:30:27,
6982,DB,28-SEP-18 00:00:00,7773722,55,2206,26265,26265,26136,26136,1001184,,,,,,,18-OCT-18 18:30:27,
6983,DB,28-SEP-18 00:00:00,7762810,12,2250,50671,50671,50743,50743,3265681,,,,,,,18-OCT-18 18:30:27,
6984,DB,28-SEP-18 00:00:00,7763803,53,313,37204,37204,37847,37847,2534860,,,,,,,18-OCT-18 18:30:27,
6985,DB,28-SEP-18 00:00:00,7761982,18,2128,51722,51722,51998,52010,1000501,,,,,,,18-OCT-18 18:30:27,
6986,DB,28-SEP-18 00:00:00,7763943,16,742,46344,46344,46621,46663,2534858,,,,,,,18-OCT-18 18:30:27,
6987,DB,28-SEP-18 00:00:00,7765980,17,83,34204,34204,34277,34277,1000900,,,,,,,18-OCT-18 18:30:27,
6988,DB,28-SEP-18 00:00:00,7761217,19,4153,42436,42436,42656,42689,1000720,,,,,,,18-OCT-18 18:30:27,
6989,DB,28-SEP-18 00:00:00,7769162,4,1478,60980,60980,61202,61202,2693278,,,,,,,18-OCT-18 18:30:27,
6990,DB,28-SEP-18 00:00:00,7760711,3,809,34261,34261,34180,34222,1000272,,,,,,,18-OCT-18 18:30:27,
6991,DB,28-SEP-18 00:00:00,7765177,50,598,68693,68693,69469,69481,1000770,,,,,,,18-OCT-18 18:30:27,
6992,DB,28-SEP-18 00:00:00,7761416,68,2575,34682,34682,34798,34806,2693212,,,,,,,18-OCT-18 18:30:27,
6993,DB,28-SEP-18 00:00:00,7768310,5,7143,76114,76114,76327,76327,1000501,,,,,,,18-OCT-18 18:30:27,
6994,DB,28-SEP-18 00:00:00,7771827,33,853,63438,63438,65535,65567,1932303,,,,,,,18-OCT-18 18:30:27,
6995,DB,28-SEP-18 00:00:00,7763217,8,2592,26716,26716,26823,26823,2172249,,,,,,,18-OCT-18 18:30:27,
6996,DB,28-SEP-18 00:00:00,7765176,43,681,65022,65022,65154,65154,1000770,,,,,,,18-OCT-18 18:30:27,
6997,DB,28-SEP-18 00:00:00,7770685,12,7658,70694,70694,70867,70867,1000960,,,,,,,18-OCT-18 18:30:27,
6998,DB,28-SEP-18 00:00:00,7760690,23,590,84378,84378,84596,84612,2693261,,,,,,,18-OCT-18 18:30:27,
6999,DB,28-SEP-18 00:00:00,7758889,71,28,42198,42198,43018,43018,3303828,,,,,,,18-OCT-18 18:30:27,
7000,DB,28-SEP-18 00:00:00,7763216,9,2310,22130,22130,22142,22152,2172249,,,,,,,18-OCT-18 18:30:27,
7001,DB,28-SEP-18 00:00:00,7758841,65,1550,73841,73841,74688,74688,2868306,,,,,,,18-OCT-18 18:30:27,
7002,DB,28-SEP-18 00:00:00,7769822,54,620,55783,55783,56112,56122,2534812,,,,,,,18-OCT-18 18:30:27,
7003,DB,28-SEP-18 00:00:00,7766630,25,1337,31828,31828,32159,32184,1000958,,,,,,,18-OCT-18 18:30:27,
7004,DB,28-SEP-18 00:00:00,7766256,57,1049,43101,43101,43466,43466,2534848,,,,,,,18-OCT-18 18:30:27,
7005,DB,28-SEP-18 00:00:00,7762375,11,2849,36197,36197,36253,36268,2406872,,,,,,,18-OCT-18 18:30:27,
7006,DB,28-SEP-18 00:00:00,7761047,8,1438,31056,31056,31346,31364,1001134,,,,,,,18-OCT-18 18:30:27,
7007,DB,28-SEP-18 00:00:00,7769711,68,4870,28115,28115,27891,27900,2534824,,,,,,,18-OCT-18 18:30:27,
7008,DB,29-SEP-18 00:00:00,7770050,22,1349,34938,34938,35356,35356,1001135,,,,,,,18-OCT-18 18:44:17,
7009,DB,29-SEP-18 00:00:00,7758365,36,1805,32412,32412,32712,32712,2534816,,,,,,,18-OCT-18 18:44:17,
7010,DB,29-SEP-18 00:00:00,7759249,13,1532,23548,23548,23568,23595,1932355,,,,,,,18-OCT-18 18:44:17,
7011,DB,29-SEP-18 00:00:00,7758650,35,3041,32401,32401,32389,32389,2868337,,,,,,,18-OCT-18 18:44:17,
7012,DB,29-SEP-18 00:00:00,7765593,21,2197,79137,79137,78961,78961,2693289,,,,,,,18-OCT-18 18:44:17,
7013,DB,29-SEP-18 00:00:00,7773015,23,1691,80204,80204,80198,80198,2693287,,,,,,,18-OCT-18 18:44:17,
7014,DB,29-SEP-18 00:00:00,7773821,10,1285,22072,22072,22056,22056,2693284,,,,,,,18-OCT-18 18:44:17,
7015,DB,28-SEP-18 00:00:00,7767619,58,7564,69567,69567,71284,71284,1000698,,,,,,,18-OCT-18 18:30:27,
7016,DB,28-SEP-18 00:00:00,7761534,35,2495,64553,64553,64359,64370,1001093,,,,,,,18-OCT-18 18:30:27,
7017,DB,28-SEP-18 00:00:00,7773305,66,7589,53568,53568,54004,54017,2172257,,,,,,,18-OCT-18 18:30:27,
7018,DB,28-SEP-18 00:00:00,7760290,65,4369,82541,82541,82505,82505,2534861,,,,,,,18-OCT-18 18:30:27,
7019,DB,28-SEP-18 00:00:00,7761417,26,2538,37478,37478,37712,37720,2693212,,,,,,,18-OCT-18 18:30:27,
7020,DB,29-SEP-18 00:00:00,7773248,27,2378,28298,28298,28303,28313,1932326,,,,,,,18-OCT-18 18:44:17,
7021,DB,29-SEP-18 00:00:00,7764859,15,1020,68396,68396,69239,69265,2534840,,,,,,,18-OCT-18 18:44:17,
7022,DB,29-SEP-18 00:00:00,7772717,25,1071,80153,80153,80279,80299,2534843,,,,,,,18-OCT-18 18:44:17,
7023,DB,29-SEP-18 00:00:00,7769806,46,2002,81542,81542,81396,81396,1932329,,,,,,,18-OCT-18 18:44:17,
7024,DB,29-SEP-18 00:00:00,7768282,47,1947,36256,36256,36248,36265,2693248,,,,,,,18-OCT-18 18:44:17,
7025,DB,29-SEP-18 00:00:00,7759702,13,3598,73447,73447,73529,73552,1000327,,,,,,,18-OCT-18 18:44:17,
7026,DB,29-SEP-18 00:00:00,7770452,57,1958,68149,68149,68238,68238,3303827,,,,,,,18-OCT-18 18:44:17,
7027,DB,29-SEP-18 00:00:00,7766582,6,1068,65003,65003,64982,64982,2693251,,,,,,,18-OCT-18 18:44:17,
7028,DB,29-SEP-18 00:00:00,7770750,36,4127,59375,59375,59550,59550,1001090,,,,,,,18-OCT-18 18:44:17,
7029,DB,29-SEP-18 00:00:00,7770492,72,1628,49069,49069,49832,49832,1000116,,,,,,,18-OCT-18 18:44:17,
7030,DB,29-SEP-18 00:00:00,7768777,28,1699,81050,81050,81155,81155,1000900,,,,,,,18-OCT-18 18:44:17,
7031,DB,29-SEP-18 00:00:00,7766495,43,1944,24092,24092,24630,24630,2406905,,,,,,,18-OCT-18 18:44:17,
7032,DB,29-SEP-18 00:00:00,7763316,7,4596,64260,64260,64595,64619,2693196,,,,,,,18-OCT-18 18:44:17,
7033,DB,29-SEP-18 00:00:00,7760452,39,7320,48209,48209,47926,47935,3265693,,,,,,,18-OCT-18 18:44:17,
7034,DB,30-SEP-18 00:00:00,7786190,17,1407,63280,63280,63303,63303,1932369,,,,,,,18-OCT-18 18:57:07,
7035,DB,30-SEP-18 00:00:00,7788035,35,991,45357,45357,46545,46563,1000208,,,,,,,18-OCT-18 18:57:07,
7036,DB,30-SEP-18 00:00:00,7788668,41,2727,50589,50589,50991,51000,1000156,,,,,,,18-OCT-18 18:57:07,
7037,DB,29-SEP-18 00:00:00,7765413,41,224,58198,58198,58179,58179,2172250,,,,,,,18-OCT-18 18:44:17,
7038,DB,30-SEP-18 00:00:00,7789826,43,909,82721,82721,82654,82663,2693225,,,,,,,18-OCT-18 18:57:07,
7039,DB,30-SEP-18 00:00:00,7785441,3,2351,62234,62234,62433,62433,2534795,,,,,,,18-OCT-18 18:57:07,
7040,DB,30-SEP-18 00:00:00,7780380,35,1016,50993,50993,50841,50861,2406882,,,,,,,18-OCT-18 18:57:07,
7041,DB,30-SEP-18 00:00:00,7785643,35,1096,66817,66817,66884,66884,1000696,,,,,,,18-OCT-18 18:57:07,
7042,DB,30-SEP-18 00:00:00,7781160,35,4434,51731,51731,51953,51953,1000331,,,,,,,18-OCT-18 18:57:07,
7043,DB,30-SEP-18 00:00:00,7777500,69,3007,34152,34152,34454,34454,1932330,,,,,,,18-OCT-18 18:57:07,
7044,DB,30-SEP-18 00:00:00,7789683,30,307,68573,68573,68995,69008,3265688,,,,,,,18-OCT-18 18:57:07,
7045,DB,30-SEP-18 00:00:00,7785945,11,6113,55699,55699,56634,56634,2534816,,,,,,,18-OCT-18 18:57:07,
7046,DB,30-SEP-18 00:00:00,7790925,26,7130,61146,61146,61163,61175,1000762,,,,,,,18-OCT-18 18:57:07,
7047,DB,30-SEP-18 00:00:00,7779305,27,1703,37849,37849,37914,37925,1000906,,,,,,,18-OCT-18 18:57:07,
7048,DB,30-SEP-18 00:00:00,7779598,31,3775,75225,75225,75034,75044,1932323,,,,,,,18-OCT-18 18:57:07,
7049,DB,30-SEP-18 00:00:00,7783474,34,4521,51776,51776,52720,52896,1932346,,,,,,,18-OCT-18 18:57:07,
7050,DB,30-SEP-18 00:00:00,7787710,9,1153,52060,52060,52155,52166,3088375,,,,,,,18-OCT-18 18:57:07,
7051,DB,30-SEP-18 00:00:00,7786471,30,1303,58511,58511,58886,58897,1932334,,,,,,,18-OCT-18 18:57:07,
7052,DB,23-SEP-18 00:00:00,7770157,45,792,83807,83807,83863,83885,2172277,,,,,,,22-OCT-18 14:56:01,
7053,DB,23-SEP-18 00:00:00,7765195,6,812,48308,48308,48282,48282,2172279,,,,,,,22-OCT-18 14:56:01,
7054,DB,23-SEP-18 00:00:00,7763521,2,7142,64313,64313,64283,64283,1000318,,,,,,,22-OCT-18 14:56:01,
7055,DB,23-SEP-18 00:00:00,7766280,13,1018,79207,79207,79586,79586,2693212,,,,,,,22-OCT-18 14:56:01,
7056,DB,23-SEP-18 00:00:00,7769568,45,1712,49817,49817,50363,50376,2693268,,,,,,,22-OCT-18 14:56:01,
7057,DB,23-SEP-18 00:00:00,7768152,8,4499,50957,50957,51385,51401,1001221,,,,,,,22-OCT-18 14:56:01,
7058,DB,23-SEP-18 00:00:00,7769571,28,1660,63150,63150,63179,63179,2693268,,,,,,,22-OCT-18 14:56:01,
7059,DB,23-SEP-18 00:00:00,7760041,16,4936,70037,70037,70103,70135,2534860,,,,,,,22-OCT-18 14:56:01,
7060,DB,23-SEP-18 00:00:00,7764783,45,148,37279,37279,37754,37754,2534866,,,,,,,22-OCT-18 14:56:01,
7061,DB,23-SEP-18 00:00:00,7764479,28,1850,79164,79164,79384,79384,3265682,,,,,,,22-OCT-18 14:56:01,
7062,DB,23-SEP-18 00:00:00,7759111,12,1912,48268,48268,49028,49028,1001219,,,,,,,22-OCT-18 14:56:01,
7063,DB,23-SEP-18 00:00:00,7758916,31,2242,43262,43262,43761,43779,2868372,,,,,,,22-OCT-18 14:56:01,
7064,DB,23-SEP-18 00:00:00,7767330,53,2031,33469,33469,33683,33692,2172244,,,,,,,22-OCT-18 14:56:01,
7065,DB,23-SEP-18 00:00:00,7763278,28,3949,63402,63402,63417,63448,2406884,,,,,,,22-OCT-18 14:56:01,
7066,DB,23-SEP-18 00:00:00,7758153,32,2217,81033,81033,81336,81336,2172315,,,,,,,22-OCT-18 14:56:01,
7067,DB,23-SEP-18 00:00:00,7773338,52,2829,55703,55703,55399,55399,2172243,,,,,,,22-OCT-18 14:56:01,
7068,DB,23-SEP-18 00:00:00,7773338,62,3471,56188,56188,55832,55832,2172243,,,,,,,22-OCT-18 14:56:01,
7069,DB,23-SEP-18 00:00:00,7764989,24,2713,59686,59686,60038,60050,2693188,,,,,,,22-OCT-18 14:56:01,
7070,DB,24-SEP-18 00:00:00,7764326,30,1602,41155,41155,41056,41056,3265681,,,,,,,22-OCT-18 17:24:51,
7071,DB,24-SEP-18 00:00:00,7763510,39,602,48985,48985,49097,49097,1000360,,,,,,,22-OCT-18 17:24:51,
7072,DB,23-SEP-18 00:00:00,7758749,29,1970,38145,38145,38203,38203,1001224,,,,,,,22-OCT-18 14:56:01,
7073,DB,24-SEP-18 00:00:00,7761590,54,747,77578,77578,77507,77507,1000934,,,,,,,22-OCT-18 17:24:51,
7074,DB,24-SEP-18 00:00:00,7771315,14,4766,75238,75238,75316,75316,1932311,,,,,,,22-OCT-18 17:24:51,
7075,DB,24-SEP-18 00:00:00,7768079,40,1673,51777,51777,52047,52061,2868370,,,,,,,22-OCT-18 17:24:51,
7076,DB,24-SEP-18 00:00:00,7757587,64,4593,43760,43760,44270,44307,2868353,,,,,,,22-OCT-18 17:24:51,
7077,DB,24-SEP-18 00:00:00,7772233,25,428,33681,33681,33839,33849,1001084,,,,,,,22-OCT-18 17:24:51,
7078,DB,24-SEP-18 00:00:00,7758725,40,7199,36670,36670,36824,36824,3265721,,,,,,,22-OCT-18 17:24:51,
7079,DB,24-SEP-18 00:00:00,7771742,5,4555,26360,26360,26341,26341,2868396,,,,,,,22-OCT-18 17:24:51,
7080,DB,24-SEP-18 00:00:00,7763033,33,1219,30862,30862,31215,31229,1000199,,,,,,,22-OCT-18 17:24:51,
7081,DB,24-SEP-18 00:00:00,7766850,30,850,34368,34368,34611,34611,2534850,,,,,,,22-OCT-18 17:24:51,
7082,DB,24-SEP-18 00:00:00,7764273,10,2471,31223,31223,31625,31647,2172304,,,,,,,22-OCT-18 17:24:51,
7083,DB,24-SEP-18 00:00:00,7762231,53,91,40259,40259,41022,41037,2693241,,,,,,,22-OCT-18 17:24:51,
7084,DB,24-SEP-18 00:00:00,7773814,15,1256,22807,22807,23012,23037,2534814,,,,,,,22-OCT-18 17:24:51,
7085,DB,24-SEP-18 00:00:00,7759957,45,7166,63092,63092,63441,63441,2534862,,,,,,,22-OCT-18 17:24:51,
7086,DB,24-SEP-18 00:00:00,7760017,6,1100,26295,26295,26504,26528,1001186,,,,,,,22-OCT-18 17:24:51,
7087,DB,24-SEP-18 00:00:00,7770093,28,2727,50251,50251,50679,50679,2534786,,,,,,,22-OCT-18 17:24:51,
7088,DB,24-SEP-18 00:00:00,7766511,30,2609,51032,51032,51666,51683,1001130,,,,,,,22-OCT-18 17:24:51,
7089,DB,24-SEP-18 00:00:00,7758535,23,2697,71261,71261,71324,71372,3088373,,,,,,,22-OCT-18 17:24:51,
7090,DB,24-SEP-18 00:00:00,7770558,33,1981,30858,30858,31242,31255,2868345,,,,,,,22-OCT-18 17:24:51,
7091,DB,24-SEP-18 00:00:00,7760632,14,4705,56628,56628,56907,56918,2406927,,,,,,,22-OCT-18 17:24:51,
7092,DB,24-SEP-18 00:00:00,7768891,66,4663,27970,27970,27154,27154,2406930,,,,,,,22-OCT-18 17:24:51,
7093,DB,24-SEP-18 00:00:00,7774513,2,1476,42106,42106,42138,42138,1932300,,,,,,,22-OCT-18 17:24:51,
7094,DB,24-SEP-18 00:00:00,7767195,63,2206,55252,55252,55319,55319,2693192,,,,,,,22-OCT-18 17:24:51,
7095,DB,24-SEP-18 00:00:00,7767781,3,4865,49257,49257,49201,49201,1001174,,,,,,,22-OCT-18 17:24:51,
7096,DB,24-SEP-18 00:00:00,7764153,2,3082,45668,45668,46249,46287,2868387,,,,,,,22-OCT-18 17:24:51,
7097,DB,24-SEP-18 00:00:00,7758982,58,2485,67603,67603,67738,67738,2172261,,,,,,,22-OCT-18 17:24:51,
7098,DB,24-SEP-18 00:00:00,7759436,28,4493,30262,30262,30131,30151,1001197,,,,,,,22-OCT-18 17:24:51,
7099,DB,24-SEP-18 00:00:00,7760009,9,4522,34519,34519,34878,34903,2868346,,,,,,,22-OCT-18 17:24:51,
7100,DB,24-SEP-18 00:00:00,7764218,17,1121,41620,41620,41607,41625,1932369,,,,,,,22-OCT-18 17:24:51,
